booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-019700,Resort Hotel,0,304,2023,December,52,31,2023-12-31,0,2,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,,0,Transient,89.55,0,0
HB-031681,Resort Hotel,0,8,2025,January,1,4,2025-01-04,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0.0,0,2
HB-069701,City Hotel,1,173,2025,June,23,4,2025-06-04,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,120.0,0,0
HB-064372,City Hotel,1,56,2025,March,10,7,2025-03-07,0,5,1,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,0
HB-030799,Resort Hotel,0,0,2024,December,49,2,2024-12-02,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,0
HB-068164,City Hotel,1,20,2025,May,20,14,2025-05-14,2,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,170.0,0,1
HB-109708,City Hotel,0,0,2025,April,16,14,2025-04-14,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,1,No Deposit,,,0,Transient,93.0,0,0
HB-017579,Resort Hotel,0,5,2023,October,41,10,2023-10-10,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,74.2,0,0
HB-118859,City Hotel,0,18,2025,August,34,23,2025-08-23,0,4,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.75,0,1
HB-082556,City Hotel,0,59,2023,December,52,28,2023-12-28,1,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,86.41,1,0
HB-054544,City Hotel,1,106,2024,July,29,19,2024-07-19,2,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,121.37,0,0
HB-032382,Resort Hotel,0,5,2025,January,4,24,2025-01-24,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,297.0,0,Transient,35.0,0,0
HB-100681,City Hotel,0,52,2024,October,44,28,2024-10-28,1,2,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,192.59,0,1
HB-081656,City Hotel,0,10,2025,April,15,10,2025-04-10,1,0,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,150.0,0,Transient,95.0,0,1
HB-051908,City Hotel,0,316,2024,May,21,26,2024-05-26,0,3,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,110.0,0,0
HB-006041,Resort Hotel,1,0,2024,May,21,22,2024-05-22,2,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,,,0,Transient,72.0,0,0
HB-086416,City Hotel,0,59,2024,March,13,31,2024-03-31,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,1
HB-022355,Resort Hotel,0,342,2024,October,42,14,2024-10-14,2,5,1,0.0,0,BB,GBR,Groups,Direct,0,0,1,E,G,2,No Deposit,273.0,,125,Group,0.0,0,0
HB-104225,City Hotel,0,31,2025,January,1,5,2025-01-05,0,3,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.0,0,2
HB-037826,Resort Hotel,0,249,2025,June,26,24,2025-06-24,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143.0,,0,Transient,86.23,0,0
HB-077543,City Hotel,1,20,2023,September,39,29,2023-09-29,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,250.0,0,0
HB-001573,Resort Hotel,0,4,2023,September,36,4,2023-09-04,2,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,151.25,0,2
HB-072814,City Hotel,1,78,2025,August,32,7,2025-08-07,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,136.67,0,0
HB-049246,City Hotel,1,65,2024,April,15,8,2024-04-08,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.8,0,1
HB-036844,Resort Hotel,0,345,2025,May,21,24,2025-05-24,2,5,2,0.0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,6.0,,0,Transient,53.57,1,2
HB-098680,City Hotel,0,193,2024,September,40,30,2024-09-30,1,2,2,0.0,0,BB,DEU,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,132.0,0,0
HB-077465,City Hotel,0,5,2023,September,38,19,2023-09-19,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,135.5,0,0
HB-011429,Resort Hotel,1,319,2025,May,19,7,2025-05-07,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,0
HB-114449,City Hotel,0,79,2025,June,25,20,2025-06-20,0,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,1
HB-090559,City Hotel,0,247,2024,June,23,6,2024-06-06,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
HB-113247,City Hotel,0,0,2025,June,23,3,2025-06-03,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,45.0,,0,Transient,0.0,0,0
HB-078635,City Hotel,1,29,2023,October,43,29,2023-10-29,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,120.0,0,3
HB-024201,Resort Hotel,0,9,2024,May,20,15,2024-05-15,1,0,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Refundable,,,0,Transient-Party,70.0,0,0
HB-030355,Resort Hotel,0,5,2024,November,47,19,2024-11-19,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,,0,Transient,73.0,0,2
HB-103697,City Hotel,0,107,2024,December,52,26,2024-12-26,1,3,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,61.09,0,1
HB-092226,City Hotel,0,38,2024,July,27,2,2024-07-02,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1
HB-117471,City Hotel,0,229,2025,August,31,2,2025-08-02,0,2,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,123.3,0,1
HB-022832,Resort Hotel,0,76,2024,April,14,3,2024-04-03,2,3,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,83.3,0,1
HB-038122,Resort Hotel,0,310,2025,June,26,26,2025-06-26,4,10,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient,94.62,0,0
HB-074498,City Hotel,1,325,2023,September,36,7,2023-09-07,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0
HB-034679,Resort Hotel,0,6,2025,March,13,30,2025-03-30,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,64.67,0,1
HB-036293,Resort Hotel,0,16,2025,May,20,13,2025-05-13,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,241.0,,0,Transient,72.8,0,1
HB-114064,City Hotel,0,79,2025,June,24,13,2025-06-13,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,1
HB-037478,Resort Hotel,0,7,2025,June,25,16,2025-06-16,1,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,186.0,1,1
HB-113009,City Hotel,0,97,2025,May,22,29,2025-05-29,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,89.1,0,1
HB-003588,Resort Hotel,0,51,2023,December,51,24,2023-12-24,1,3,2,0.0,0,BB,LTU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,89.25,0,0
HB-057140,City Hotel,1,280,2024,September,38,19,2024-09-19,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,35,Transient,110.0,0,0
HB-039867,Resort Hotel,0,308,2025,August,34,24,2025-08-24,2,5,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient,125.3,0,1
HB-013938,Resort Hotel,0,6,2024,April,16,20,2024-04-20,0,2,1,0.0,0,BB,PRT,Complementary,TA/TO,1,0,1,E,E,0,No Deposit,5.0,,0,Transient,0.0,1,0
HB-030883,Resort Hotel,0,14,2024,December,49,5,2024-12-05,1,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,84.0,0,0
HB-042999,City Hotel,0,60,2023,September,37,12,2023-09-12,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,11.0,,0,Transient,71.4,0,0
HB-103728,City Hotel,0,41,2025,January,1,3,2025-01-03,0,3,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,1,D,D,0,No Deposit,7.0,,0,Group,79.23,0,2
HB-111302,City Hotel,0,144,2025,May,19,6,2025-05-06,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient-Party,90.0,0,1
HB-011365,Resort Hotel,1,223,2025,May,18,4,2025-05-04,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177.0,,0,Transient,68.4,0,1
HB-084233,City Hotel,0,37,2024,February,7,15,2024-02-15,1,5,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.8,0,1
HB-050520,City Hotel,1,199,2024,May,18,2,2024-05-02,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Contract,95.4,0,1
HB-099443,City Hotel,0,180,2024,October,41,10,2024-10-10,1,2,1,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,234.0,,0,Transient-Party,120.0,0,0
HB-017011,Resort Hotel,0,239,2023,September,38,19,2023-09-19,1,1,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,248.0,,0,Transient-Party,80.0,0,0
HB-115720,City Hotel,0,165,2025,July,28,7,2025-07-07,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,152.1,0,1
HB-061390,City Hotel,1,322,2024,December,50,9,2024-12-09,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,52.0,0,0
HB-063373,City Hotel,1,52,2025,February,7,10,2025-02-10,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,122.4,0,2
HB-096966,City Hotel,0,150,2024,September,37,9,2024-09-09,0,2,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,89.4,0,1
HB-071712,City Hotel,1,224,2025,July,28,10,2025-07-10,2,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0
HB-071802,City Hotel,1,229,2025,July,28,12,2025-07-12,1,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0
HB-006563,Resort Hotel,1,304,2024,June,25,17,2024-06-17,4,10,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,121.5,0,1
HB-115922,City Hotel,0,149,2025,July,28,10,2025-07-10,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,85.93,0,0
HB-053810,City Hotel,1,358,2024,June,26,30,2024-06-30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-107247,City Hotel,0,3,2025,March,10,9,2025-03-09,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,86.4,0,0
HB-118854,City Hotel,0,181,2025,August,34,19,2025-08-19,2,5,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient-Party,218.43,0,1
HB-107317,City Hotel,0,85,2025,March,10,8,2025-03-08,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,0
HB-116477,City Hotel,0,50,2025,July,29,19,2025-07-19,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,159.0,1,1
HB-087705,City Hotel,0,186,2024,April,17,22,2024-04-22,1,2,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,23.0,,0,Transient-Party,40.0,0,0
HB-019334,Resort Hotel,1,11,2023,December,51,23,2023-12-23,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,2
HB-022924,Resort Hotel,0,3,2024,April,15,9,2024-04-09,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,50.0,0,0
HB-086355,City Hotel,0,59,2024,March,13,28,2024-03-28,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.85,0,1
HB-052498,City Hotel,1,213,2024,June,23,7,2024-06-07,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,62,Transient,130.0,0,0
HB-109082,City Hotel,0,77,2025,April,14,3,2025-04-03,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,42.0,,0,Transient,89.1,0,0
HB-061093,City Hotel,1,195,2024,December,49,2,2024-12-02,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient-Party,71.22,0,0
HB-098641,City Hotel,0,254,2024,September,39,29,2024-09-29,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,100.3,0,1
HB-004950,Resort Hotel,0,275,2024,April,15,10,2024-04-10,2,5,1,0.0,0,HB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,273.0,,0,Transient-Party,45.9,0,0
HB-049724,City Hotel,1,95,2024,April,16,18,2024-04-18,1,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,0
HB-011180,Resort Hotel,0,0,2025,April,17,27,2025-04-27,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,76.0,0,2
HB-011741,Resort Hotel,1,198,2025,May,22,28,2025-05-28,2,0,2,0.0,0,HB,COL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,115.0,0,1
HB-081774,City Hotel,1,113,2024,February,8,25,2024-02-25,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0
HB-028282,Resort Hotel,0,285,2024,September,38,20,2024-09-20,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,96.0,,0,Transient-Party,76.0,0,2
HB-005056,Resort Hotel,1,183,2024,April,16,16,2024-04-16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,85.0,0,0
HB-009797,Resort Hotel,1,173,2025,January,1,2,2025-01-02,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,242.0,,0,Transient,78.3,0,1
HB-113892,City Hotel,0,12,2025,June,24,11,2025-06-11,2,1,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.0,0,2
HB-087264,City Hotel,0,72,2024,April,15,14,2024-04-14,0,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,105.3,0,3
HB-003862,Resort Hotel,1,157,2024,January,5,29,2024-01-29,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0,Transient,88.2,0,1
HB-075735,City Hotel,1,312,2023,August,34,25,2023-08-25,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-098647,City Hotel,0,6,2024,October,40,1,2024-10-01,1,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,86.0,,0,Transient,152.0,0,0
HB-108556,City Hotel,0,142,2025,March,13,25,2025-03-25,2,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,136.8,0,0
HB-085525,City Hotel,0,108,2024,March,11,13,2024-03-13,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,59.37,0,0
HB-080687,City Hotel,0,55,2023,November,46,18,2023-11-18,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0,1
HB-029451,Resort Hotel,0,115,2024,October,43,23,2024-10-23,2,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,49.0,0,1
HB-075776,City Hotel,1,323,2023,September,36,5,2023-09-05,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-077617,City Hotel,0,2,2025,April,14,5,2025-04-05,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,3,A,D,0,No Deposit,,45.0,0,Transient,0.0,0,1
HB-040998,City Hotel,0,1,2023,August,32,10,2023-08-10,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.0,0,0
HB-018873,Resort Hotel,0,2,2023,November,48,29,2023-11-29,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,52.4,1,1
HB-012303,Resort Hotel,1,55,2025,June,26,23,2025-06-23,2,3,1,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,172.8,0,1
HB-007924,Resort Hotel,0,265,2024,September,36,2,2024-09-02,2,5,2,0.0,0,HB,LTU,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,171.0,,0,Transient,100.0,0,0
HB-023718,Resort Hotel,0,197,2024,April,18,30,2024-04-30,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298.0,,0,Transient-Party,54.5,0,0
HB-117348,City Hotel,0,208,2025,August,31,2,2025-08-02,0,1,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,157.0,0,1
HB-101111,City Hotel,0,57,2024,November,44,3,2024-11-03,0,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,98.0,0,1
HB-073242,City Hotel,1,15,2025,August,33,17,2025-08-17,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,1
HB-005786,Resort Hotel,1,190,2024,May,20,14,2024-05-14,2,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.69,0,2
HB-084068,City Hotel,0,17,2024,February,7,15,2024-02-15,1,3,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.0,0,1
HB-029583,Resort Hotel,0,187,2024,October,43,21,2024-10-21,4,7,2,1.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient-Party,77.4,0,0
HB-037890,Resort Hotel,0,127,2025,June,26,29,2025-06-29,0,3,2,0.0,0,FB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,5.0,,0,Transient,189.33,1,0
HB-088300,City Hotel,0,15,2024,May,18,2,2024-05-02,1,1,2,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,141.0,0,1
HB-003732,Resort Hotel,0,79,2023,December,52,31,2023-12-31,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,169.48,1,0
HB-041459,City Hotel,0,5,2023,August,33,16,2023-08-16,2,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,92.25,0,0
HB-014377,Resort Hotel,0,244,2025,June,25,20,2025-06-20,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,82.8,0,2
HB-044458,City Hotel,1,97,2023,October,40,5,2023-10-05,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0
HB-064501,City Hotel,1,127,2025,March,11,11,2025-03-11,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,80.0,0,0
HB-095676,City Hotel,0,24,2024,August,34,20,2024-08-20,1,1,2,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,2
HB-041201,City Hotel,0,39,2023,August,33,14,2023-08-14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0
HB-057494,City Hotel,1,53,2024,September,39,26,2024-09-26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,105.0,0,0
HB-094975,City Hotel,0,221,2024,August,33,12,2024-08-12,0,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,147,Transient-Party,96.0,0,1
HB-094013,City Hotel,0,172,2024,July,30,22,2024-07-22,2,6,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,70.85,0,1
HB-118624,City Hotel,0,0,2025,August,34,22,2025-08-22,0,1,2,1.0,0,BB,DEU,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,195.0,0,1
HB-036061,Resort Hotel,0,0,2025,May,19,7,2025-05-07,1,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,60.0,1,2
HB-068941,City Hotel,1,141,2025,May,21,23,2025-05-23,0,2,4,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,,0,Transient,295.0,0,2
HB-054508,City Hotel,1,83,2024,July,29,18,2024-07-18,1,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,123.75,0,0
HB-113671,City Hotel,0,71,2025,June,23,8,2025-06-08,0,3,3,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,159.6,0,0
HB-084243,City Hotel,0,27,2024,February,7,18,2024-02-18,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.0,0,1
HB-004972,Resort Hotel,1,212,2024,April,15,11,2024-04-11,2,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,273.0,,0,Transient,67.05,0,0
HB-087788,City Hotel,0,44,2024,April,17,23,2024-04-23,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,24.0,,0,Transient-Party,95.0,0,0
HB-105315,City Hotel,0,105,2025,February,6,3,2025-02-03,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Transient,60.98,0,1
HB-019432,Resort Hotel,0,4,2023,December,51,19,2023-12-19,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,98.0,0,2
HB-069900,City Hotel,1,42,2025,June,23,8,2025-06-08,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,2
HB-027225,Resort Hotel,0,78,2024,August,33,15,2024-08-15,3,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,200.88,0,1
HB-016212,Resort Hotel,0,64,2023,August,33,15,2023-08-15,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,8.0,,0,Contract,107.0,0,0
HB-080150,City Hotel,0,13,2023,November,45,8,2023-11-08,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,1
HB-037196,Resort Hotel,0,319,2025,June,23,3,2025-06-03,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,74.25,0,1
HB-055462,City Hotel,1,136,2024,August,33,13,2024-08-13,2,1,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,163.2,0,2
